,comment,rating
13287,giao hàng chậm trễ tự động hủy thời gian giao hàng và đổi sang ngày khác nhân viên giao hàng thì thiếu chuyên nghiệp không liên hệ trước khi đến đến khi đến nhà không gặp dt bảo đợi thì khó chịu và đòi trả hàng chuyển sang ngày khác giao xong sẽ chẳng bao giờ mua tuki nữa các bạn khác cũng cân nhắc đi là vừa đừng để bị như tôi hết,-1
13302,trong hộp không có tai nghe hộp đựng ốp không có ốp nói chung không hiểu là mua này fuL box hay chỉ là giá của mỗi cái máy ngoài ra còn lại may móc oke còn được dáng tặng cường lực,1
13306,hàng oki đã nhân nguyên seal hàng sài tốt nhạy có đủ dây sạc nhưng không có tai nghe điện thoại sạc nhanh hiện mình chưa đăng ký bảo hành được gởi không nhận được tin nhắn,1
13311,máy dùng ok vận chuyển cũng tương đối nhanh dù không có tikinow hơi tiếc là sau khi mình mua tháng thì ra bản fe dùng chip snap mạnh hơn nhiều bản exynos hơi nóng khi dùng,1
13312,lần đầu mình mua điện thoại trên tiki hơi bị thất vọng điện thoại tuy mới nhưng không được bốc seal và thông tin sản phẩm ghi là tai nghe nhưng khi kiểm tra máy lại là usb type c,-1
13313,sản phẩm chính hãng nguyên seal tiếc là không có để đón đầu công nghệ,1
13324,giao hàng cực nhanh mình ở lâm đồng mà đặt chiều hôm trước tới trưa hôm sau đã có rồi máy nguyên seal chính hãng không lỗi lầm gì,1
13336,giao hàng chậm rườm ra trong khâu giao hàng không nhận được cuộc gọi từ shiPer mà gửi mail bảo không liên lạc được,0
13339,đã nhận được hàng tuy nhiên không biết mình có bị mua hãng cũ không vì khi nhận được không còn seal bên ngoài nữa,-1
13344,tôi đặt hàng là fe xanh khí chất nhưng tiki giao xanh thanh mát giờ như thế nào đây,0
13348,giao hàng nhanh đóng gói tạm ổn shop chưa kích hoạt bảo hành nên đang liên hệ tks cửa hàng,1
13349,điện thoại tốt trong tầm giá so giá hiện tại với fptshop mắc hơn mà chỉ có bản gb,1
13356,cực kỳ hài lòng mặc dù pin không đc lâu như mình tưởng tượng nhưng vẫn rất chỉ là thoải mái,1
13361,đặt hàng màu tím lại giao màu cam khâu kiểm tra sản phẩm trước khi giao hàng có vấn đề,-1
13366,tốt trong tầm giá tuy nhiên chip này nóng không phù hợp cho người hay trò chơi,1
13369,hơi thất vọng vì không hỗ trợ samsung pay mình cứ nghĩ nó hỗ trợ như note fe,1
13372,tốt,1
13375,điện thoại mượt chơi trò chơi ổn,1
13379,giao hàng nhanh đóng gói kỹ shiPer vui vẻ máy thì phải có time kiểm tra,1
13384,sử dụng được hơn tuần chưa thấy gặp vấn đề gì,1
13387,pin tụt khá nhanh chắc do chip màn,1
13393,hàng đẹp nguyên seal tiki kích hoạt bảo hành cho mình nhé,1
13410,pin nhanh hết quá mọi thứ khác ổn,-1
13411,mới dùng chưa có cảm nhận nhưng,1
13415,mau hết pin nóng máy và giật chậm,0
13418,satisfied,1
13420,tôi chưa được kích hoạt bảo hành,0
13422,tốt xài ổn máy mạnh nhưng hơi hao pin,1
13427,tốt giá mà đc rom,1
13430,hài lòng dùng rất mượn,1
13432,không có tai nghe ốp lưng,1
13434,điện thoại khá nhanh nóng,1
13435,máy tốt trong tầm giá,1
13436,giao hàng nhanh giá hợp lý,1
13438,not bed,1
13440,đẹp đủ hộp,1
13443,hợp lý trong tầm giá,1
13449,máy nhanh nóng,1
13450,rất tốt,1
13458,không thể chấp nhận được màn hình cứ như cái đèn flash chế độ nhấp nháy lên rồi lại tắt rồi lại trắng cửa hàng làm ăn kiểu này thì ai mua tiki giao hàng tiêu chuẩn nên nhanh lắm mua trên tiki nhiều rồi nhưng đây là lần thứ vô cùng thất vọng trước là tai nghe blt đổi trả xong không trả luôn mất tiền oan mà lại còn tức hài lòng tiki nhưng vô cùng thất vọng với shop yêu cầu đổi hàng mới có tôi,-1
13459,màu vàng sáng sủa nghe gọi tốt có hỗ trợ thẻ sử dụng và sim loa nghe vừa ánh sáng có mức hiệu chỉnh đi đường nghe gọi cho đỡ bị cướp cảm ơn tiki,1
13460,yêu cầu sop đổi chả hàng thật thất vọng về sản phẩm loa quá nhỏ nhanh hết pin và sạc pin rất là nóng máy rất nguy hiểm chỉ sợ pin nổ máy chức năng chụp hình không sử dụng được,-1
13462,điện thoại mua về bật lên nguồn xong rồi tắt gửi phản hồi sao mà không thấy gì quá kém trước giờ mua shopE chưa có bất cứ vấn đề gì làm ăn thế này ai giám mua lần,-1
13464,mua về không dùng đc thật sự mua hàng trên tiki nhiều rất hài lòng nhưng lần này thật là thất vọng không bao giờ dám mua nữa,-1
13468,em muốn đổi lại màu điện thoại được không ạ em có mua nhưng màu vàng không hà không có cái đen cửa hàng cho em đổi lại được không ạ gì,1
13469,điện thoại không dùng được vui lòng giải quyết sản phẩm này đt liên hệ hiền cám ơn cửa hàng,-1
13471,giao hàng nhanh thái độ nhân viên tốt sản phẩm tạm được so với giá thành nắp trượt hơi lỏng lẻo và không chắc chắn,0
13477,pin đầy ma mấy bị tắt nguồn hoài không xài đc cửa hàng ơi,-1
13480,mình mua chiec điện thoại nhưng khi cai sim điện thoại vào thi không su dung đuoc ca chiec không biết tiki có đoi san pham khac ko,-1
13481,giống như hình nhưng được cái gọi vào số khác đổ chuông bấm nghe được dây tự tắt vay là sao,-1
13482,điện thoại mới mua mình kiểm tra thử tất cả vẫn được nhưng đến khi sạc pin sạc quài vẫn không đc miếng pin nào,-1
13485,trả hàng lỗi tuần rồi mà bên liti không gửi hàng cho mình là,-1
13489,nói chung là tạm được nhưng loa hơi nhỏ,0
13490,hàng không đăng ký như mong đợi yêu cầu gửi cái khác nhân viên giao hàng rất tốt,-1
13492,chất lượng máy hơi kém ọp ẹp pin tụt nhanh,-1
13494,hàng không đúng được có đổi được không,-1
13496,kém xa quả dỡ nokia chính hãng nhưng mua cho mẹ dùng thấy khen lắm mà còn thiết kế đẹp,1
13498,tôi sử dụng máy được tuần thì khi hết pin cắm sạc máy không vào điện và không mở lại được,-1
13501,dt không nghe được nguoi goi den mong tiki thứ hoi lai som de chau có dt xai,-1
13502,quá dỡ mau hết pin nói chuyện thì nghe gè gè v,-1
13508,quá dở tiếng nhỏ ra đường không nghe được gi,-1
13511,sản phẩm không như ý biết giá rẽ nhưng thật sự sản phẩm rất tệ vỏ yếu lia nghe nhỏ,-1
13512,điện thoại mở nguồn lên rồi không làm gì được hết,-1
13515,giao máy bị lổi làm ăn vậy ah,-1
13520,máy kém quá đèn màn hình lúc sáng lúc ko nói chung là không ổn chút nào,-1
13521,mình mới nhận được hàng mình không thích mau nay mình có thể đoi mau khác va bu thêm tiền duoc ki shops,-1
13522,tốt mong tiki uy tín khi chọn sản phẩm tốt cho người dùng,1
13524,điện thoại chập chờn không dùng đc mặc dù mình đã đổi lần,-1
13530,tôi có mua cai dien thoai ma không dung duoc chang hieu lam an kieu gì,-1
13534,sản phẩm vừa nhận song kiểm tra không có day phon,1
13539,dt không nhận sim cac ban không nen mua,-1
13541,hàng dùng không tốt lắm nhanh hết pin loa nghe dè,-1
13542,chưa ji mang hình đả hư rồi,-1
13548,nói chung là tạm ổn nói chung là tạm ổn nói chung là tạm ổn,1
13549,dùng cho vui tạm được,-1
13553,may dep nhung rat tiec loa hoi nho nghe dien thoai không duoc ro lam,-1
13555,tôi muon doi dien thoai no bi loi,0
13562,dùng duoc sản phẩm đúng như hình,1
13563,tốt tốt lắm tui sẽ giới thiệu,1
13565,dt còn hở chưa được xat lam,0
13567,pin kém loa nhah rè kém hiệu quả,-1
13568,mọi thứ đều tuyệt vời,1
13569,nghe nho qua sản phẩm không tot chan that,-1
13570,hài lòng nhưng loa hơi nhỏ,0
13571,chỉ để trẻ con chơi,-1
13573,hàng rất tốt,1
13576,chất lượng quá kém,-1
13577,tốt chụp hình đẹp,1
13581,loa không nghe được quá nhỏ mất tiếng không đáng tiền,-1
13582,nghe cuoc goi den voi am thanh qua nho mac du da dieu chinh am luong lon nhat,-1
13585,hay hết pin ạ,-1
13588,rất vừa ý,1
13590,đặt mua hàng bao nhiêu ngày chẳng thấy đâu trang này không ra gì,-1
13592,ổn ạ,1
13598,tốt,1
13599,tệ,-1
13608,vận chuyển không có tai nghe trong hộp điện thoại vui lòng phản hồi nhanh cho mình theo số điện thoại trên ấn phẩm hướng dẫn có tai nghe gói hàng thực tế không có mẫu mã đẹp chắc tay nhiều ứng dụng hay tặng kèm ốp lưng dẻo bền chắc cứng cáp,0
13612,tiki giao hàng rất nhanh hàng chính hãng nhé nguyên kiện nè tem mát đầy đủ mình mới thử sản phẩm tốt lắm ạ cảm ứng nhạy mua đc giá sale nên rẻ hơn của hàng thế giới di động rất nhìu,1
13614,khi shiPer giao dien thoai den thi không cho khach hang mo hop dien thoai de kiem tra dien thoai va thanh ly tien truoc mọi duoc kiem tra dien thoai sau khi goi tong day tiki vang không cho phep kiem tra truoc như vay la không duoc,0
13626,màu sắc sản phẩm đẹp mới dùng thử được một ngày nhưng vẫn vote cho sao,1
13629,hàng của tiki trang nên yên tâm nè giao hàng cũng nhận hàng chuẩn nguyên sài,1
13643,điện thoại xài rất ổn chơi trò chơi rất mượt sẽ ủng hộ cửa hàng nhiều,1
13644,háy gửi tại nghe của điện thoại giáo hàng không đầy đủ gì cả,0
13648,giao hang nhanh dien thoai xai tot,1
13657,máy cũng được nhưng phần loa nghe rè không hay lắm,0
13675,đúng hàng giao nhanh,1
13681,rất hài lòng,1
13691,rât tôt,1
13692,cảm ơn,1
13697,sản phẩm tốt,1
13702,new seal đẹp,1
13703,tốt,1
13708,tốt,1
13710,tốt,1
13714,tốt,1
13715,a,1
13720,hàng cũng được,1
13731,sản phẩm tốt,1
13738,đã nhận máy và có nhận xét sau hộp trông khá cũ check bảo hành trôi gần tháng mở hộp ra thấy máy bth dở máy lên thì thấy phụ kiện xộc xệt méo mó củ sạc thì chân méo xẹo chứ không thẳng đang cần máy dùng gấp nên cũng chẳng đủ thời gian chờ thứ hồi đổi máy mua điện thoại trên tiki cũng nhiều lần mà lần mua điện thoại này hơi bị thất vọng vô cùng,-1
13744,vỏ hộp khá cũ và không bọc nilong nên làm mình hơi lăn tăn chút về máy bóc ra thì thấy bên trong mới tinh trôi bảo hành hơn tháng mình đã mua hàng ở tiki nhiều lần thì lần này thấy hơi không ưng ý phần vỏ bọc còn máy dùng thì chưa thấy vấn đề gì,1
13746,sản phẩm quá nhiều lỗi pin xuống quá nhanh đi làm ở công ty cả ngày không đụng tới điện thoại tối về xem video có tiếng mà hết pin độ phân giải quá kém xem video cứ bị nhòe khi gọi điện thì nghe bên kia nói không rõ bắt wifi quá yếu để nghị tiki đổi hàng mới cho tôi hết sức thất vọng về sản phẩm,-1
13754,xài chất lượng khá tốt giờ chuyển hẳn sang dùng con này bỏ con ở nhà cảm ứng vân tay và khuôn mặt thấy cũng nhanh đâu quá chậm đâu mà mọi người chê dữ vậy ảnh chụp đêm từ nói chung ngon bổ rẻ,1
13757,mình mới nhận hàng hôm máy chạy tốt mượt nhưng do được tặng điện thoại khác nên có như cầu nhượng lại ban nào quan tâm nhắn tin nhé giá yêu thương để cho em nó ra đi nhanh chóng,1
13765,tiki giao hàng sớm ngày hàng nguyên seal chất lượng ok trôi bảo hành ngày không vấn đề gì rất hài lòng với tiki và sản phẩm với tầm giá hơn thì là khá tốt,1
13766,hàng nguyên seal máy hộp phụ kiện đầy đủ máy đã kích hoạt bảo hành trước giao hàng tiki now thêm nhưng nhanh gọn trong chất lượng bước đầu thấy rất hài lòng,1
13771,giao đúng sp nhanh còn tem còn sản phẩm như thế nào phải dùng mới biết được nói chung là hài lòng,1
13774,sản phẩm tốt đáp ứng như cầu của mình đọc báo lướt facebOk nghe nhạc thi thoảng chơi vài trò chơi nhẹ nhàng pin đáp ứng được như cầu dùng cả ngày,1
13775,máy nguyên hộp tem đầy đủ bảo hành điện tử đã kích hoạt trôi mất ngày nhưng ok tiki giao hàng nhanh chóng thái độ phục vụ nhiệt tình,1
13776,hơi lăn tăn về việc đã kích hoạt bảo hành,1
13777,đã mua thành công đơn hàng samsung giá giờ muốn mua thêm con nữa tặng bồ mà sao lại giá vnd,1
13781,mình vừa nhận về cập nhật phần mềm xong sau đó không thể nào đăng nhập vào lại được chưa biết do lỗi phần mềm hay phần cứng,-1
13799,rất hài lòng sản phẩm ðẹp mà giá rẽ thich lắm giao hàng nhanh nhân viên giao hàng dễ thương cực kì,1
13808,điện thoại xài rất tốt tuy đã bị khui seal nhưng bên trong vẫn nguyên vẹn không bị gì tốt gOd,1
13811,sản phẩm tốt hơn mong đợi nhưng bảo hành điện tử trôi xa quá,1
13821,mua từ tháng giao hàng siêu nhanh hàng dùng chưa thấy lỗi hài lòng,1
13822,thiếu que chọc sim bên trong hộp hơi lộn xộn móp méo,1
13823,giao hàng nhanh sản phẩm đúng như nội dung đăng tải,1
13825,ổn tạm ổn tạm ổn tạm ổn tạm ổn tạm ổn tạm ổn tạm ổn,1
13835,hàng mới tinh khá mượt bền không thì chưa biết nữa,1
13848,hàng nguyên tem rất vừa ý,1
13858,có bán trả góp qua thẻ tín dụng mbank ko xin trợ giúp,1
13860,thật sự quá tuyệt vời trong tầm giá này mình không nghĩ màn hình lại có thể đẹp đến vậy hơn hẳn một số máy có mức giá cao hơn thân máy có nắp lưng nhựa có thể tháo rời nên có hơi ọp ẹp chút nhưng với mức giá của sản phẩm thì khó có thể đòi hỏi cao hơn máy chạy android thuần gOgle nên rất phù hợp với cấu hình nói chung mình rất hài lòng về những gì chiếc máy này mang lại,1
13861,điện thoại giá rẻ trong tầm trung chơi các trò chơi nhẹ khá ổn định đáng mua để dùng xem tin tức đọc báo chụp hình nghe nhạc khi cần dành cho các em nhỏ hoặc tầm trung niên không cần tương tác các ứng dụng nặng,1
13863,máy mình mua cho bố nên không có yêu c ầu cao nhìn chung là tạm ổn màn hình tràn viền rõ nét chữ to rõ pin mới dùng nên cũng lâu sau gần ngày còn hơn có trợ lý gOgle cũng tiện lợi điểm trừ là tiếng đối thoại bên kia còn nghe không rõ lắm bắt wifi chập chờn nếu không gần nguồn dung lượng sau khi trừ phần hệ thống chỉ còn không tải đc nhiều máy ảnh khá tối nhìn chung là thích hợp với người không có như cầu giải trí đa dạng,1
13867,bộ nhớ trong sau khi cài facebOk zalo chỉ ứng dụng cơ bản thì chỉ đã bị chiếm hơn bộ nhớ frE còn lại không đủ để chạy ứng dụng máy ảnh và zalo cài thẻ nhớ micro sử dụng thì lúc đầu nhận thẻ sau đó cùng ngày thì lại bị báo không có thẻ nhớ dù thẻ vẫn nguyên trong điện thoại và sau đó ứng dụng trên không khởi động được không dùng được tôi đã gọi hotline yêu cầu trả lại đã trình bày rõ với đội kỹ thuật của tiki,-1
13868,tôi mới mua chiếc nokia vào ngày một chiếc dùng rất tốt ổn định còn lại một chiếc rất nhanh hết pin và liên tục bị treo máy đã mang ra trung tâm bảo hành của nokia thì trung tâm bảo hành đổi pin mới và thay màn hình mới sau khi lấy máy về thì thấy tem imei trong máy bị bóc ra dán lại máy vẫn bị treo liên tục pin đỡ hơn nhưng vẫn chỉ được so với chiếc máy cùng mua yêu cầu tiki hỗ trợ đổi lại máy hoặc có chính sách hỗ trợ khách hàng,-1
13869,mình mua dt này do thấy review khen nhiu ai dè vừa nhận hàng xong cắm sạc pin thì dt chỉ rung nhẹ và không có bất kì tín hiệu j để thêm cũng không có gì thay đổi điện thoại báo tiki thì được tra lời sẽ thứ hồi sản phẩm về kiểm tra trong ngay làm vc trong khi mình đặt đơn hàng giao nhanh trong giờ vì có việc cần xài gấp giờ giao dt không xài được cũng như ko thất vọng lắm rồi hàng đợt nào mua về cũng lỗi tiki nên xem lại hàng hoá bán trước khi giao cho khách chứ cứ xin lỗi suông thì làm được j đã mở dịch vụ cũng cấp có người tiêu dùng thì nên làm việc có tâm chút,-1
13871,hàng lỗi cầm cái điện thoại lắc lắc cái điện thoại sáng dù đã tắt chế độ sáng màn hình khi nhấc còn chế độ dữ liệu mạng để sim nhưng khi khỏi động lại nhảy qua sim bị trừ hơn tiền ngu vì cái điện thoại lỗi,-1
13873,giao hàng nhanh đóng gói cẩn thận sao nhanh hết pin vậy shop ít sử dụng nhưng lâu lâu thấy máy nóng tự sáng cửa hàng giúp mình cách tiết kiệm pin được không ạ mình không dùng online hoặc yotube zalo gì hết tại sao máy lại nhanh hết oin ngày cám ơn cửa hàng nhiều,1
13875,mình đã mua chiếc điện thoại trên tiki nhưng lần này mua ngay sản phẩm có lỗi không gọi được mà không rõ nguyên nhân gì màn hình thì đơ nhờ tiki hỗ trợ bảo hành sản phẩm giúp mình với,-1
13876,máy đẹp dùng tác vụ cơ bản bình thường mình không chơi game mượt mà pin có thể được gần ngày hơn đứt các máy khác cùng tầm giá chỉ có điểm chưa ưng ý lắm là viên pin có móp chỗ nhẹ không biết dùng lâu dài có sao không,1
13878,dùng được vài tháng thì khi tắt màn hình đèn màn hình vẫn luôn sáng mờ mờ không thể tắt được màn hình ngoài cách khởi động lại máy khởi động lại dùng được một thời gian thì bị lại hiện tượng trên,-1
13879,điện thoại rất rất chậm chỉ chạy các ứng dụng nguyên bản của máy thôi mà treo máy thường xuyên nếu cài thêm một vài ứng dụng trên ch play thì mỗi khi mở ứng dụng mất tầm từ giây hoặc hơn mới lên,-1
13880,lúc mua về thấy ổn nhưng mà khi sử mắc phải lỗi nghiêm trọng là màn hình bị lỗi khi bật máy sử dụng thì màn hình tự sáng không hiểu là lỗi gì không biết bảo hành ở đâu nữa,-1
13883,mới mua về kiểm tra bảo hành thì hết hạn không biết tiki có bảo hành đúng tháng như bài viết không ta,0
13887,không lên hình màn hình tối thui sạc hơn mà không thấy gì tiki vui lòng đổi gấp cái khác,-1
13888,tổng quan về sản phẩm thì mình khá hài lòng còn độ bền phải chờ sử dụng xem ntn tuy nhiên tiki giao hàng khá lâu và đóng gói sơ sài quá,1
13899,tạm đc dùng lên mạng thì chạy hơi chậm thỉnh thoảng bị màn hình trắng xoá bộ nhớ nhỏ nên mua thêm thẻ nhớ dùng,1
13903,nhiều phần mềm như yokara không tải được đàm thoại video rất kém chỉ khi cắm tai nghe bên kia mới nói chuyện được nhưng rất kém,0
13909,gía này dùng cảm ứng là tốt rồi chỉ không thích cái lưng nhìn nó rẻ rẻ sao ấy nắp lưng còn bằng nhựa mở ra hơi khó,0
13910,mới rinh về cập nhật hệ thống hơn tiếng giờ vẫn chưa xong,-1
13916,quang cáo nhưng giao hàng có vay là dau có dung in ngo tiki lam an uy tín de dau cũng luong gạt thôi,-1
13926,điện thoại tốt giá quá rẻ so với tầm giá pin trâu mình xạc lần đầy pin có thể dùng ngày,1
13927,rất hợp túi tiền ngon bổ rẻ tốt đúng nghĩa nếu bạn đang cần máy thì mua ngay không cần suy nghĩ,1
13930,xài một thời gian bị chậm chậm gắn thêm thẻ nhớ ngoài cải thiện được chút nói chung thất vọng,0
13932,cũng tốt mình mua cho bố dùng nên chỉ tác vụ bình thường giá quá hợp lý,1
13933,màn hình đẹp pin khoẻ phù hợp sử dụng tính năng cơ bản vỏ nhựa hơi ọp ẹp,1
13935,máy đẹp mượt dễ sử dụng nhưng không biết kích hoạt bảo hành bằng cách nào vậy tiki,1
13936,tiki làm ăn gì thế điện thoại mở nguồn không lên trong khi đã sạc rất thất vọng,-1
13938,máy ổn cho youtube và nhắn tin nhưng xài số social aPs vẫn bị văng đôi khi,0
13943,dịch vụ tốt máy bị lỗi và pin mau hết nói chung tầm gí này this bình thường,0
13945,sản phẩm ổn trong giá tiền mặc dù hơi chậm khi chụp ảnh nhưng chấp nhận được,0
13951,với mức giá như vậy thì điện thoại được đánh giá là trên cả tuyệt vời,1
13952,so với tầm giá và độ tin cậy cũng như chất lượng thì không có gì phàn nàn,1
13954,tốt trong tầm giá tuy nhiên bộ nhớ hơi thấp báo đầy miết,1
13955,máy được so với tầm giá điểm trừ duy nhất là nhận diện khuôn mặt kém,1
13959,mẫu mã rẻ so với giá cả tuy nhiên dùng khá chậm chậm nhiều,0
13961,sản phẩm đẹp nhưng gam để mà load hơi chậm,1
13975,điện thoại đẹp sài rất tốt gói hàng thì rất tốt,1
13978,hàng dùng rất tốT,1
13981,sản phẩm như miêu tả xài tốt không có gì phàn nàn,1
13983,nhận hàng còn nguyên siêu hàng chính hãng,1
13985,máy hay bị lỗi dù đã gửi bảo hành,0
13989,cửa hàng ơi mua máy về rồi kích hoạt bảo hành kiểu gi ạ,1
13990,tôi mua được ngay gio không gui bao hanh o đau,-1
13991,chưa thấy phiếu bảo hành chỉ có mỗi máy giao hàng nhah,1
13994,tốt sài cũng ổn với khúc giá giao hàng rất nhanh,1
13995,nhìn lỏng lẻo hay bị khởi động lạk,0
14001,dùng chán,-1
14005,bộ nhớ ít nhưng giá tốt,1
14007,tiki giao hàng cực kỳ chậm đã trả tiền qua thẻ nhưng mà gần tuần hàng chưa đến tay,-1
14008,hàng sản phẩm mình mới nhận oki nhưng nhân viên tiki giao hàng rất khó chịu nên trừ sao gọi điện kêu mình ra lấy hàng mà như quát mình xuống tới cổng không thấy gọi cho bạn ý bạn ý đứng bên góc nên mình không thấy còn la mình có ra đâu mà thấy thái độ nạt nộ như kiểu mình đi xin bạn ý cho lấy hàng vậy,1
14011,kỳ vọng cho dòng điện thoại mới pin khỏe tính năng này nọ nhưng mình thực sự thất vọng điện thoại cháy màn hình nóng đến mức đổi màu máy từ lần sạc thứ vẫn biết sản xuất hành loạt nên lỗi là không tránh khỏi nhưng hỏng nhanh thế này thì khỏi phải nói chất lượng dòng máy này như thế nào tiền nào của ấy mong chờ sự suPort từ tiki chứ mình chính thức anti dòng này,-1
14015,sản phẩm tốt bao bì cẩn thận nhưng chưa dung lâu không biết độ bền như thế nào ảnh máy ảnh trước chụp rất đẹp,1
14019,mới mua được khoảng tuần dùng khá tốt vì mình lướt web là chính bắt wifi tốt vì là điện thoại mới nên cũng chưa dám khẳng định gì nhưng mới đầu rất hài lòng với sản phẩm tiki giao hàng nhanh,1
14020,mua từ tháng qua sử dụng thấy máy ok sóng khỏe wifi mạnh nhiều chức năng khá tiện ích mình không chơi game các chức năng khác đều tốt,1
14022,đã nhận hàng giao hàng nhanh hàng nguyên seal chư kiểm tra máy nên chưa biết cụ thể phụ kiện gồm dây sạc cây lấy sim không có tai nghe cỡ điện thoại như điện thoại,1
14023,mới nhận hàng nguyên hộp seal không có tai nghe,1
14025,sản phẩm đẹp màng hình rõ tuy nhiên chụp ảnh hơi hòe nhưng sáng ảnh giá cả hợp lý,1
14027,đóng gói cẩn thận sản phảm chính hãng bình luận bắt viết hơi nhiều chứ em thì không còn lời nào để nhận xét,1
14060,tốt trong tầm giá tuy nhiên font chữ không được đẹp,1
14061,sản phẩm đúng mô tả sử dụng mượt mà chơi trò chơi lq ok,1
14062,đúng sản phẩm yêu cầu,1
14070,được,1
14076,không cho tét thử biết sản phẩm có dùng đc hay không,0
14079,hàng chính hãng đẹp fuL box nguyên seal giá rẻ đặt lúc thì giao hàng lúc mua cũng hơi hồi hộp vì hơn chục triệu giá ở tiki rẻ hơn các cửa hàng uy tín khác từ triệu mua black friday giảm được thêm nghìn nữa bảo hành chính hãng năm được kích hoạt cùng khi kích hoạt máy luôn kiểm tra bằng cách vào seTing general about mục limited waRanty sau khi cài đặt máy xong mọi người vào checkcoverge aPle com để check số serial để biết hàng chính hãng nhé số serial có ở sau lưng máy trên vỏ hộp và trong phần giới thiệu của máy nhe máy của mình là cho thị trường malaysia các bạn mua trước bảo có bạn mua được bản mỹ làm mình cũng tơ tưởng nhưng mình kiểm tra kỹ lại tất cả hình ảnh các bạn chụp thì không biết là mọi người có bị nhầm không vì bản mỹ rất khó mua mà giá cũng không rẻ như thế này nên với giá này thì vậy là rất tốt rồi nhé mọi người lúc nhìn for maylaysia cũng hơi buồn tí chia sẻ là khi nhận hàng lúc mở hộp các bạn nên quay video lại để nếu có gì thì mình dễ làm việc lại với tiki nhé vì hàng hơi nhiều tiền nên cẩn thận chút máy rất mượt sắc nét màn hình to âm thanh rõ chạy wifi nhanh mới mua nên chỉ có thể review tới đây thôi để dùng một thời gian rồi chia sẻ tiếp cho mọi người,1
14084,đã mua nhưng lúc đó không có giao đợi tuần mới có hàng bên vận chuyển giao lúc trưa vô bóc máy nóng trừ do không hài lòng bên vận chuyển cầm hàng lật vụt trong giỏ thêm vụ mua xong thì thấy hàng giảm thêm đang sử dụng thì thấy oki thêm nhân viên tư vấn của tiki rất dở điện hỏi có không thì báo có xong đặt xong chiều nhận đc cuộc điện thoại báo không hàng điện thoại thì đối với mình luôn mượt hi vọng sản phẩm ổn hàng đã kích hoạt trc ngày,1
14088,lần đầu mua hàng trên qua online tin tưởng tiki nên mua con này con này bộ nhớ tới nên cài trò chơi vô tư chơi mượt các thể loại từ asphalt tới caL of duty pubg lướt web youtube xem phim các kiểu con đà điểu mà trong tốn pin nhiều khi không biết làm gì tiếp để mình còn có cớ sạc pin tóm lại mua máy tính bảng thì chỉ nên chọn ipad,1
14098,nhìn khá đẹp nhưng không hiểu mở box thấy máy khả bẩn và không có headphone,1
14099,biết là chênh lệch thời gian nhưng nhận ngày mà kích hoạt hàng đẹp mua chung với aPle pencil dùng ổn,1
14101,mình đặt chiều thứ dự kiến giao hàng thứ thế mà trưa hôm sau đã nhận đc hàng ngay tức thì đóng gói rất cẩn thận cuốn ni lông bên ngoài tránh nước vẫn nguyên seal,1
14105,sản phẩm theo đúng mô tả nhận hàng trước dự kiến nhận máy mà bảo hành giới hạn là trường hợp này không hài lòng lắm,0
14109,hôm nay nhận hàng rồi kích hoạt máy mà máy chỉ được bảo hành đến là sao tiki ơi,0
14110,the box and inside the box is dirty it lOks like it was opened before you can teL because it has finger prints on the plastic i am a bit woRied about this,-1
14111,check seri trên aPle để coi bảo bành thì báo lỗi này là sao tiki cách xử lý như thế nào vậy cảm ơn,1
14114,mới mua ở đây mấy ngày đầu dùng touch id được còn nay không dùng mở khóa bằng touch id được có ai bị như tôi không,0
14115,sản phẩm đúng mô tả nguyên seal nhưng mà không phải của tiki tracking mà là cửa hàng tại hà nội,1
14116,cần cái tiến cách đóng gói từ tiki hàng giá trị cao đóng gói thùng sơ sài ọp ẹp mất cảm tình khi nhận,0
14119,nguyên seal active bảo hanh khi setup ban đầu,1
14121,không có chú thích sản phẩm nhập từ quốc gia nào khi nhận lại là hàng hongkong nên chưa ưng,0
14124,sản phẩm đẹp hàng chính hãng mua trả góp với giá tốt tiki giao hàng nhanh đóng gói cẩn thận,1
14126,tiki đóng gói sản phẩm rất cẩn thận hàng nguyên seal kiểm tra mọi thứ đều tốt,1
14128,giao hang nhanh đóng gói ổn hàng mới kích hoạt hoạt bảo hành khi mở máy mua hàng tại tiki yên tâm,1
14129,tiki giao nhanh và hàng rất chất lượng nhé dùng đc hơn tháng rồi vẫn rất thích,1
14130,vua mọi nhận còn chua biétu dung cho mình so dcua nha cũng cap de con tu van,1
14136,giao hàng cực nhanh chất lượng tốt,1
14140,hàng nguyên seal kích hoạt bảo hành tròn năm,1
14160,giao hàng nhanh bọc cẩn thận,1
14163,sản phẩm đóng gói ổn tiki giao hàng ổn,1
14177,hài lòng về sp giao hàng nhanh,1
14184,hàng mới giá tốt,1
14193,ghi là hàng fuL box nguyên seai mà khui ra thì không có tai nghe bị luột tai nghe thất vọng máy chưa sài không bình thường chất lượng sao thank tiki,-1
14198,điện thoại đẹp sài êm giá tầm rẻ phù hợp cho mọi người,1
14202,vận chuyển hơi chậm hơn so với những lần trước máy nhỏ gọn đẹp,1
14203,sản phẩm ngon lành đóng gói cẩn thận thank yên tâm khi đặt hàng tại tiki,1
14204,hàng tốt xịn mướt nhưng không biết có chống nước đc không nx,1
14205,sản phẩm này rất tốt nhưng sau nầy em không biết nó ra sao ạ,1
