,comment,rating
3285,hàng chính hãng nhận hàng ngày sau nhận tin nhắn kích hoạt bh tuy đóng gói ghi hàng dễ vỡ nhưng gói hàng bị bẹp góc luôn bên trong không có lớp đêm khí mà chỉ quấn vài lớp giấy mỏng cũng may mắn là không ảnh hưởng đến sản phẩm,1
3288,tôi mua điện thoại tuần qua từ tiki reakme và samsung cả hai đều đẹp riêng realme không thấy có cho tai nghe đi kèm hay do tiki đóng thiếu đề nghị nên tạo mục hay công cụ gì đó để khách hàng chat hoặc gọi điện được đên tiki,1
3302,dùng khá nhanh mượt mà đã từng băn khoăn vì mọi người nx cảm ứng dấu vân tay không nhạy nhưng mình thấy trên sản phẩm này phản ứng khá nhanh nhạy ấy hài lòng với sản phẩm,1
3310,điện thoại chụp hình ổn trong tầm giá sau năm ra mắt thì giá này là vừa phải,1
3314,xin cửa hàng hướng dẫn bảo hành online máy samsung của mình nhe mình gửi không thấy trả về tin thành công,1
3316,hàng đẹp fuL box còn seal chạy nhanh giao hàng nhanh chóng,1
3319,giao hang rat nhanh dat hang sang mình nhận hang luc sang cũng ngay rat hai long san pham chinh hang nen hoan toan yen tam,1
3323,điện thoại ổn mỗi tội vận chuyển hơi ngáo sử dụng ổn giá tốt,1
3331,giao hàng nhanh đúng mẫu chưa biết kích hoạt bảo hành ra sao,1
3353,sản phẩm tốt hàng uy tín chất lượng cao tôi rất hài lòng về sản phẩm,1
3355,hàng đẹp giao hàng nhanh sẽ ủng hộ tiki d,1
3359,nhận đúng hàng giao hàng nhanh hàng nguyên seal,1
3361,đổi trả lần do không bật lên nguồn máy lần dùng khá ok,1
3364,điện thoại xài ngon cả năm trời vẫn chạy bền bỉ ổn với tầm giá,1
3368,vitrofertilisationtui,1
3372,tiki đóng gói cẩn thận giao hàng nhanh máy chạy tốt,1
3377,tiki giao hàng nhanh màu sắc sản phẩm đẹp và đúng mô tả,1
3387,sản phẩm ok nhưng đã bị bóc seal,1
3398,hàng chính hãng nguyên size,1
3400,giao hàng nhanh hàng đẹp,1
3403,đẹp,1
3409,điện thoại mua đươ,1
3411,mua cho bố dùng tốt mọi người ạ,1
3417,nguyên seal chưa active,1
3419,hàng chính hãng,1
3431,rất tốt,1
3432,rất tốt,1
3434,ổn,1
3445,giao hàng nhanh bị tốn phí điều này trừ hàng đẹp mới ken cho hỏi ngu tí nếu có bảo hành thì thông tin ghi trên mặt hộp phải không ah,1
3448,giao hàng nhanh đóng gói hàng cần thận chu đáo hàng nguyên hộp seri tem mác đầy đủ bắt đầu dùng cảm thấy ổn,1
3454,tốt hàng tốt,1
3469,hàng rất tốt nhé cửa hàng,1
3498,hiện tại thì tốt mong rằng dùng được năm ngon lành như hiện nay,1
3502,sản phẩm nguyen siu giao hang quá lâu,1
3503,đã nhận hàng sản phẩm giống hình đóng gói cẩn thận,1
3508,hàng có nhãn mác đầy đủ đóng gói kỹ,1
3509,tốt chất lượng rẻ hơn ngoài thị trường vài trăm nghìn,1
3511,giao hang rat nhanh,1
3514,chỉ từ duy nhất cho tất cả cảm ơn aL,1
3523,hàng nguyên seal chưa dùng nên cho,1
3531,bình thường không ý kiến,1
3533,vẫn thấy sản phẩm đang khá tốt,1
3539,máy xai tốt lắm nha,1
3546,hàng chính hãng giá rẻ,1
3549,tốt,1
3553,T,1
3558,cHj,1
3559,tốt,1
3575,giao hàng nhanh sáng đặt chiều giao hộp sản phẩm và cục sạc hơi cũ không biết có phải là sản phẩm mới hay không nữa khi lắp cảm giác nắp lưng điện thoại hơi lỏng vừa mới dùng thấy cũng đc,1
3589,sản phẩm tốt lắm ạ giao hàng cũng nhanh nữa tiki trading làm ăn ổn lắm ạ,1
3607,mua dùng cho mẹ già xài ở nhà mẹ không thấy rõ màn hình nên set up quay số nhanh gọi khá là tiện,1
3610,chọn vận chuyển tiki now mà ngày mới nhận được điện thoại tốt kcg bàn,1
3612,điện thoại nghe gọi được tuy nhiên các phím bấm chữ bị hư không gõ nhập danh bạ được,1
3613,pin được khoảng tuần vỏ sau hơi trơn vỏ chưa chắc lắm không mua được trò chơi gloft,1
3616,ưu điểm giao hàng đúng thời gian có tin nhắn báo tới điện thoại email nhược giao hàng hơi lâu,1
3621,giao hàng nhanh chóng gói tốt đúng mẫu chưa sài không pit s vẫn cho sao,1
3629,sản phẩm mới xài ổn giao hàng nhanh về độ bền thì mới xài nên mình chưa đánh giá được,1
3630,nghe gọi đập chọi quá phê,1
3633,không có chế độ khoá mở màn hình bằng phím như trước đây còn lại tốt,1
3635,nút di chuyển lên xuống trái phải chọn ở chung nút hơi nhỏ bất tiện,1
3636,tôi rất hài lòng về diện thoại,1
3641,nhỏ gọn tiện lợi pin ổn định hợp túi tiền,1
3644,pin lâu nghe gọi to rõ sóng khỏe mua cho mẹ mẹ bảo chữ hơi nhỏ còn lại tốt,1
3653,trc hết thì hài lòng chất lượng đang còn test,1
3659,sản phẩm tốt sau khi sử dụng tháng hàng đong gói cẩn thận,1
3665,xài nokia dỡ bắp chủ yếu nghe gọi chua bi lỗi ji,1
3670,sản phẩm tốt,1
3674,điện thoại đẹp giá rẻ giao hàng nhanh,1
3675,ok nút giữa hơi khó bấm chút,1
3676,hàn sài tốt mình đi xe cầm không chặt rớt s đường mà không sao,1
3695,sản phẩm đẹp như hình bàn phím nhạy sài ổn,1
3702,sản phẩm như mô tả giao hab,1
3704,sản phẩm đẹp giá tốt,1
3710,giao nhanh đúng màu chọn,1
3712,điện thoại xài được,1
3714,giao hàng nhanh,1
3718,giá tốt giao hàng nhanh đang dùng thử hi vọng được bền,1
3734,tốt tốt tốt tốt tốt tốt tốt tốt tốt tốt tốt tốt tốt tốt tốt tốt tốt tốt,1
3745,rất tốt,1
3753,tốt,1
3755,màu đẹp,1
3769,tốt,1
3770,tốt,1
3773,tốt,1
3777,giao hàng nhanh,1
3780,mới đặt trưa hôm trước chiều hôm sau đã được anh shiPer gọi mặc dù không đăng kí tikinow sản phẩm bọc lót đống giấy rất cẩn thận hộp nguyên seal nsx nên mua về lướt fb zalo youtube cho bản ram như này quá tốt giao quá nhanh đóng gói quá cẩn thận lần sau mua hàng chính hãng nhất định chọn tiki,1
3785,giá ổn với những ai mà muốn mua dùng chơi trò chơi thì mình khuyên là lên chọn con khác con này có thể dùng mua cho bố mẹ oln fb zalo meS xem phim lướt web ổn áp hết nhưng việc chơi trò chơi thì không được chơi thử pubg bị thoát ra và thao tác chậm gọi chung là cx chơi được nhưng nó giật lác ok giá phải chăng rất phù hợp với những người không có như cầu chơi game tiếc là cửa hàng tặng cho mỗi ốp không tặng kính cường lực nhưng không sao giá này là mình thấy khá phì hợp rồi ae ạ,1
3787,mua hàng đến bây giờ khoảng được một tuần đánh giá ban đầu của mình cửa hàng giao hàng nhanh đặt hôm thứ thì chủ nhật đã nhận được hàng do cửa hàng tiki đà nẵng giao hàng đóng gói cẩn thận chắc chắn ưu điểm trải nghiệm ngày thì thấy máy khá mượt chạy các ứng dụng cơ bản tốt xem youtube ban đầu bị thoát ra nhưng dùng sau này thì không thấy gì fb dùng mượt liên quân ổn nhưng chơi được tầm thì bị lag máy ít nóng pin tốt dùng thỏa mái mà không hết trong ngày vân tay ban đầu rất nhạy khuyết điểm máy ảnh rất xấu độ phân giải thấp phải nói là kém cả trước và sau loa khá to nhưng để trên mức giữa đã có cảm giác rè rung nhưng vậy là rất ổn so với tầm giá rồi,1
3799,tiki giao hàng nhanh khi mình nhận hàng thì vẫn nguyên seal có được tặng kèm ốp lưng sản phẩm màu sắc và thiết kế y hình mình thử kiểm tra qua ngày nay thì dùng thấy khá ổn mượt vì mình mua tặng mẹ chủ yếu xem video đọc báo facebOk thì khá ổn mong là xài lâu không xảy ra lỗi gì tuy nhiên có một điểm trừ là chất lượng hình ảnh rất kém hình không được rỏ nét nhưng với mức giá đó thì cũng không đòi hỏi nhiều nếu bạn nào muốn mua tặng cho người lớn dùng những chức năng cơ bản thì nên mua chiếc này nhé khá ổn về cả giá và chất lượng,1
3803,tiki giao hàng nhanh và bọc kỹ càng rất tốt còn về vin joy trong tầm giá đổ về thì rất ưng cảm giác cầm nắm rất tốt đầm tay không nhẹ như con pro mình đang dùng con chip cho trải nghiệm dùng các ứng dụng cơ bản như face mes youtube chrome là không tệ tùy biến vos nhẹ thao tác thông thường mượt mức ổn tuy nhiên đôi lúc máy hơi giật nhẹ có độ trễ phản hồi khi thao tác máy ảnh hơi ảo mic thứ hơi tạp âm loa to mức vừa vân tay ok nhg cái mở khóa bằng mã pin dở trễ khi nhập mật mã và hệ điều hành chiếm bộ nhớ hơi nhiều nói chung còn nhiều thứ chưa được hoàn thiện nhg với thì không thể đòi hỏi hơn ở một sản phẩm mới mang thương hiệu việt ủng hộ mua cho bố mẹ ông bà dùng,1
3808,với giá này mua chỉ dùng để các tác vụ bình thường thì là ổn không có như cầu chơi trò chơi nặng dùng để giải trí nhẹ nhàng lướt facebOk các kiểu với giá thành này đúng là quá hời người già dùng là quá hợp lí hay những bạn trẻ có kinh tế giới hạn,1
3815,máy nguyên seal đóng gói ok giao hàng nhanh hẹn ngày mà ngày đã giao rồi nhưng có thể đây lại là điểm trừ vì nếu tiki hẹn chính xác hơn thì khách hàng không bị bị động trong việc chuẩn bị thời gian và tiền bạc để nhận hàng,1
3816,máy nhìn đẹp hoàn thiện không lỗi vặt tuy nhiên dùng đc ngày xuất hiện lỗi phần mềm như tự reset máy lag không khuyến khích mua chơi trò chơi như mấy bài review trên mạng tiki giao hàng nhanh gọn lẹ nói chung rất đáng giá tiền nha,1
3828,hài lòng với joy này người việt đa phần thích ngon bổ rẻ thì đây là sản phẩm đáp ứng được tất cả những gì không mong đợi check bảo hành các kiểu đề thấy ok mua rồi lại muốn đổi qua joy mạnh hơn,1
3833,nói chung so với giá tiền thì không có gì phải chê hiệu năng tiki đóng gói sản phẩm lại đẹp sịn sò v,1
3836,mình mua máy cũng đc tuần rồi ban đầu dùng ổn nhưng về sau sản phẩm bị giật chậm nhưng không nhiều lắm chuyển từ ứng dụng này sang ứng dụng kia còn hơi chậm nhưng cũng không sao với tầm giá này,1
3840,dùng ổn phù hợp với giá tiền máy đập hộp dù không có bọc nilon nhưng còn nguyên tem niêm phong song lần này mình rất thất vọng bởi tiki giao hàng quá chậm muộn hơn dự kiến gần ngày,1
3842,máy hơi chậm nhưng mà có thể do minhd dùng điện thoại quen nên với mình này mìn thấy thao tác máy có lúc hơi chậm mua cho mẹ cái máy thì a trai thích mua lại luôn nên mình mua thêm máy nữa màu đỏ cho mẹ,1
3847,dùng làm máy phụ ok lần này mua tạm được,1
3850,điện thọai đập hộp luôn nguyên tem nhưng mà máy xài hay bị đơ quá trong khi bộ nhớ em dùng chưa tới em dùng chưa đc ngày có được đổi trả không ạ,1
3855,nguyên siu hàng việt nam chất lượng cao ủng hộ vsmart,1
3858,ok,1
3861,giao hàng nhanh lúc đầu xài ok nhưng khoảng ngày sau máy bị lag chắc do cấu hình thấp mua xài nghe gọi chụp hình fb youtube thì ok chứ chơi trò chơi thì thua,1
3863,sau hơn năm sử dụng thấy chất lượng đi xuống khá nhanh ủng hộ hàng việt nên mình mua thôi,1
3867,hàng còn nguyên seal đặt từ thì đến đc nhận hàng điện thoại dùng mượt đặc biệt rất thích là pin sử dụng đc lâu âm thanh rõ nét cảm ơn tiki,1
3871,sản phẩm tốt trong tầm giá mới mua về mọi người nên cập nhật hệ điều hành lên nếu không khi gọi và nhận cuộc gọi màn hình sẽ không hiển thị,1
3873,sản phẩm khá đẹp không tặng kèm kính cường lực sử dụng mượt chơi liên quân frE fire zing spEd quá mượt mua được đợt sale còn cực kì hài lòng luôn á,1
3878,vận chuyển nhanh đặt tối mà sáng cn shiPer đã alo rồi d,1
3881,cửa hàng cho mình hỏi hai cái máy ảnh sau sao chỉ thấy có cái trên xài được mà cái dưới che thì vẫn không có gì chỉ thắc mắc phần đó còn máy xài ngon,1
3884,hàng giao nhanh nhanh mới đặc sáng chiều đã có hàng nhìn chung máy khá đẹp ổn so với giá còn chất lượng phải có thời gian trãi nghiệm,1
3888,hàng chuẩn như mô tả đóng gói cẩn thận giá hợp lý nhân viên giao hàng nhiệt tình thân thiện sẽ còn ủng hộ tiki,1
3892,sản phẩm rất tốt như thông tin trên ứng dụng giao hàng nhanh hơn dự kiến,1
3898,giá thì điện thoại này ok nhưng độ bền thì chưa biết thế nào nhưng mình là người việt nên sẽ ủng hộ thương hiệu việt,1
3903,hàng đẹp tốt trong tầm giá chỉ có số điểm cần lưu ý máy ảnh hơi phơi sáng chút chip xử lý hơi yếu cho số trò chơi nặng,1
3904,lần giao này hơi chậm lần trước có mua cái cũng vsmart giao nhanh về sản phẩm thì tất cả ổn mọi người nên dùng cái giá quá vừa túi,1
3908,rất hài lòng luôn ạ sản phẩm giá cả phù hợp mà chất lượng tốt pin dùng được lâu tiki giao hàng siêu nhanh nữa ạ,1
3909,hàng tốt chưa bóc nhưng khi mở ra lại không có phiếu bảo hành không biết là do sơ suất hay vốn dĩ là không có,1
3912,rất đẹp long lanh luôn dùng mấy hôm thì thấy ok dài thì chưa biêt với giá tiền như vậy thì tốt lắm,1
3913,giao hàng rất nhanh mặc dù mình ở tỉnh lẻ thôi đóng gói khá cẩn thận và hàng thì hiện giờ mình thấy đang tốt,1
3914,pin tốt xài ok chỉ nghe gọi zalo nên không quan tâm cấu hình đang đợi thêm em về sẽ trang bị cho toàn nhân viên vsmart,1
3927,sịnh sò mua cho mẹ dùng thì khá là tốt,1
3947,vsmart này tạm được chỉ dùng nghe gọi xem youtube thì bị chậm không mượt cần cải thiện chất lượng,1
3951,điện thoại rất đẹp thời gian dùng cũng rất tốt chạy rật nhanh lần sau sẽ ủng hộ tiếp,1
3965,sản phẩm tốt shop cho mở kiểm tra trước khi giao tiền chúng tôi cảm ơn cửa hàng bán hàng chất lượng,1
3966,giao hàng đóng gói kỹ càng anh giao hàng tốt tính mới đặt hôm qua mà hôm nay giao rồi nhanh thật,1
3972,hàng về nhanh hơn dự kiến nguyên seal mở ra sướng hết cả tay,1
3975,sản phẩm tốt về mức giá đáp ứng như cầu cơ bản nhưng hay xuất hiệNlOix,1
3979,với số tiền trên thì sản phẩm chính là số máy dẹp chạy mượt pin bền nói chung là tốt tốt tốt,1
3980,hàng giao giống chất lượng tốt còn độ bền thì chờ thời gian mới biết được,1
3981,máy mới đủ phụ kiện bên cửa hàng đã bóc seal và active hộ nên không nắm đc ngày bảo hành,1
3984,sản phẩm tạm ổn máy ảnh trước bị ám xanh khá nặng cần tối ưu lại ứng dụng chụp ảnh,1
3986,đã nhận được hàng nguyên siu còn chất lượng phải dùng thời gian mới đánh giá được,1
3988,hàng chính hãng nhận được kiểm tra nguyên seal đóng gói cẩn thận đảm bảo yên tâm mua,1
3999,sản phẩm đẹp dịch vụ giao hàng nhanh chóng sản phẩm được gói đẹp cẩn thận,1
4001,san pham được niem phong chYen phat dung hen tín tâm chúc tiki phát triển mạnh phát đạt,1
4011,sao chỉ nghe được loa ngoai ben phải ben trai không nghe loa được vay,1
4012,nói chung tất cả điều tốt chỉ riêng phần độ sáng màn hình không chuẩn,1
4020,máy đẹp đã dùng nữa tháng mà không bị vấn đề gì đặc biệt pin tốt,1
4023,sản phẩm đúng mô tả nguyên seal giáo hàng nhanh giá tốt máy rất đẹp,1
4032,đẹp nhưng sử dụng thì cũng thường thôi vì giá như vậy là tốt rồi,1
4033,giao hàng nhanh đóng gói tốt còn nguyên siL được tuần máy hơi đứng,1
4040,điện thoại maS ngoN,1
4049,snap ram bộ nhớ nhưng hơi đơ nói chung giá thì tốt,1
4054,hiệu năng tốt nhất tầm giá không còn gì bàn cải chơi lq không cần quá lo,1
4068,đẹp tốt nhưng máy ảnh không như quảng cáo hơi mờ ở máy ảnh trước,1
4069,hàng chuẩn chính hãng dùng rất tốt cho ba mẹ ở quê nhé,1
4079,giao hàng nhanh chất lượng để time trả lời tầm giá tốt,1
4085,san phạm đẹp tot và phu hop gia tien tuy nhien the bao hanh không thay,1
4090,dùng tốt chất lượng thì phải thời gian mới biết,1
4092,điện thoại chính hãng vn sản xuất nên cũng đáng tin qua tuần x sử dụng,1
4094,máy chậm,1
4102,máy sạc nhanh nhưng bị nóng máy khi sạc còn lại thì tốt,1
4103,ngon bỏ rẻ tronv tầm giá kiểu dáng đẹp dễ sử dụng,1
4104,tốt nhưng giao hàng vào buổi trưa dm đang ngủHG,1
4129,mới sử dụng chưa dám khẳng định chất lượng,1
4141,giao hàng nhanh sản phẩm tốt hài lòng về sản phẩm,1
4143,giao hàng nhanh hiện tại cảm thấy ổn,1
4144,dùng cũng được so với số tiền dt Bxnxbdbdbdbdbdbdbdbdbdbdb,1
4153,sao không có ốp lưng ạ đt tốt nhưng không có ốp lưng,1
4156,điện thoại tốt trong tầm giá giao hàng nhanh,1
4162,rất hài lòng mong tiki giữ vững niềm tin,1
4166,sử dụng khá tốt các tính năng phù hợp,1
4168,pin xài lâu phù hợp với người lớn tuổi,1
4169,giao hang cham cho sao de lan sau tien bo,1
4171,giao hàng nhanh hàng chính hãng cảm ơn tiki,1
4176,sản phẩm tốt vượt mong đợi hình thức đẹp,1
4185,tôi rất hài lòng về sản phẩm này,1
4195,hàng giống mô tả hợp với túi tiền,1
4204,tốt hang dung mãu cảm thấy hài lòng,1
4207,cho bốn sao sản phẩm sóng hơi yếu,1
4209,may sài rat tot giao hang nhanh nhin rat đẹp ma re,1
4214,máy dùng cảm nhận được,1
4215,giao nhanh hài lòng mọi mặt,1
4221,tốt sài rất tốt dkzjsjdn,1
4222,máy bị lỗi nhìu nè,1
4224,mỗi ram ít thôi còn lại khá ok,1
4226,đúng mô tả tóm lại là ổn,1
4227,giá rẻ cho mọi nhà,1
4228,gôd gôd gôd gôd gôd gôd tốt,1
4229,mấy rất ổn trong tầm giá,1
4230,sản phẩm đẹp giao hàng nhanh,1
4233,dùng mượt nhìn sang trọng,1
4239,rất ok mọi người nên mua,1
4242,tuyệt vời,1
4243,hài lòng,1
4245,hàng ms nguyên seal,1
4246,hang tot nha cửa hàng,1
4261,điện thoại mình mua cho mẹ dùng tốt trong tầm giá nhưng có điểm trừ duy nhất không biết là lỗi máy hay như nào nữa mẹ mình xem phim trên youtube và vtvgo luôn cầm đứng điện thoại vì quen tay nhưng khi chỉ nghiêng điện thoại đi thôi là lại bị xoay màn hình rất bất tiện mặc dù đang để chế độ dọc chứ không phải chế độ tự động xoay tiki có thể giúp mình xử lý sao không mình cảm ơn,1
4269,mình nhận điện thoại được gần tuần rồi mà vẫn chưa được kích hoạt bảo hành mình nhắn tin cho tổng đài hỗ trợ chỉ nhận được tin nhắn sẽ kích hoạt mong tiki nhanh chóng kích hoạt điện thoại hộ mình về điện thoại đóng gói cẩn thận giao hàng nhanh mình vừa đặt tối thứ năm thì sáng thứ sáu đã nhận được sản phẩm đúng mô tả,1
4272,hài lòng với những gì đang trải nghiệm trên samsung galaxy do tiki cũng cấp chờ tổng đài hỗ trợ đăng kí bảo hành online cho em nó nữa là tuyệt vời cho một bạn điện thoại giá rẻ hiệu năng cao của cách đây năm ka ka xin cảm ơn tiki đã mang đến một dịch vụ tuyệt vời,1
4277,điện thoại sạt quá lâu không đầy pin sạt từ tới đêm mà có pin đã thử tắt nguồn để sạt buột dừng các ứng dụng chạy ngầm hạ màng hình tối hết cỡ đã thử bật sạt nhanh không có tác dựng kiểm tra thời gian sạt pin mất bao nhiêu phút kết quả pin phút giờ mới đc,1
4278,pin cũng đc thôi không tốt lắm với mức cũng ngang với redmi note pro mấy phần mềm ổn dễ xài cho người nhà máy ảnh chụp cũng đẹp không quá xuất sắc mua nó vì thương hiệu còn hiệu năng cấu hình điện thoại hiệu tq giờ làm cũng tốt hơn với giá rẻ nhưng sợ về bảo mật thôi mất do không đặt ngay dịp lễ vì thấy chạy kmai còn mấy ngày nữa nên chần chờ thì sáng hôm sau tăng lên,1
4279,sản phẩm ổn trong tầm giá mà pin theo cảm nhận cũng không tốt là mấy nghe mah mình mong chờ lắm mà thấy xài cơ bản cũng được ngày sạc lần là cùng nhận được hàng thì hộp hơi mốp nhẹ nhưng cũng không sao d chụp hình đẹp,1
4281,sản phẩm rất đáng mua trong tầm giá ưu điểm pin tốt xạc rất nhanh máy ảnh chụp ảnh khá nét loa ngoài nghe rất thanh màn hình super amoled cảm ứng có vẻ ổn hơn nhược điểm ram chỉ tạm gọi là chữa cháy chờ phiên bản cao cấp hơn dòng mình này pin tuy nhưng chưa chắc thời lượng dùng qua được pin do công nghệ màn hình super amoled cấu hình máy cao hơn,1
4285,mình sắm con này khi còn nói chung là có vẻ hời so với giá chất lưởng hiển thị trải nghiệm sử dụng tốt hơn những điện thoại khác đối với bạn nào quan trọng cấu hình hơn thì có lẽ sản phẩm này không hợp với các bạn bởi chip của nó cũng không nhanh lắm mà cũng hơi buồn là samsung mới ra tốt hơn giá mà mình lỡ mua con này rồi,1
4288,rất hài lòng với chiếc samsung galaxy mình s này vừa khoẻ nhanh nhạy pin đúng quá xuất sắc với mức giá này tính mua iphone mà gặp con này có khác gì đâu cũng nhận diện khuôn mặt cũng vân tay mà giá lại quá tốt cảm ơn samsung,1
4289,mua cho ba xài lúc mới ra được mấy tháng mình thấy máy có tốc độ xử lý nhanh màn hình tràn viền đẹp nhận diện facebOk id tốt máy ảnh chụp hình cũng đẹp mà giá chỉ gần là quá tốt rồi điểm trừ duy nhất là lưng máy dễ trầy lắm xài thô cỡ tuần chưa có ốp hay dán bảo vệ là trầy nhiều lắm lun tiếc đứt ruột,1
4298,ưu điểm pin trâu cảm ứng màn hình nhạy mượt chụp hình lấy nét rõ nhưng màu hơi nhạt không thật lắm chỉ khi chọn chế độ chụp toàn cảnh thì màu sắc thấy thật nhược điểm màn hình giòn dể nứt dù không làm rớt hay va đập đi dán kính cường lực chọn loại tốt nhưng hôm trước thì hôm sau đã tự nứt mặc dù nâng niu như trứng có thể do võ nhựa nên khi bỏ túi quần và ngồi xuống thì điện thoại dể bị cong nên nứt,1
4304,đặt hàng samsung tiki giao hàng rất nhanh mặc dù hẹn hôm nhưng chỉ sau hôm đã có hàng nhân viên giao hàng cũng nhiệt tình hệ thống chăm sóc khách hàng rất chu đáo tận tình hướng dẫn và có trách nhiệm trong việc đăng ký bảo hành điện tử cho khách trước mắt hình thức sản phẩm đúng như đã đặt cảm nhận máy chạy rất ổn chất lượng thì còn phải thêm thời gian mới biết được nếu chất lượng tốt mình sẽ đặt mua tiếp cảm ơn tiki,1
4310,quá tuyệt vời cho sản phẩm chính hãng S tiki trading giao hàng siêu tốc tiki now quá bá đạo cảm giác như tên lửa đặt phút đã giao quá đã bà con ạ,1
4311,đã nhận điện thoại galaxy vào ngày máy nguyên seal đẹp chơi trò chơi final fantasy được hơn phút liên tục thì có nhận xét sau máy chạy tốt không nóng luôn chỉ hao sau khi sạc đầy hiện tại đang chờ kích hoạt từ bảo hành của tiki thôi,1
4313,giao hàng sớm hơn dự kiến tới ngày vừa mới nhận và cài đặt sản phẩm thấy mọi thứ đều ổn vân tay bắt cũng nhạy còn gặp vấn đề trong quá trình sử dụng hay không thì chưa biết được nhờ tiki mở chế độ bảo hàng,1
4316,nhìn hàng không khác nhau nhiều ao với nguyên tem samsung ko có tặng kèm ốp lưng nhe mọi người máy không có dán màng hình sẵn như dòng hay năm về trải nghiệm thì tạm ổn trong tầm giá,1
4317,mới lấy sáng nay nên chưa đủ thời gian để trải nghiệm thực tế các chức năng cơ bản sơ bộ đánh giá hình thức tương đối thanh thoát vỏ màu nhã nhặn rung ổn loa rõ tuy nhiên chụp ảnh chưa được sắc nét pin đang test chưa có đánh giá cụ thể,1
4331,mua hàng tiki thì luôn yên tâm đóng gói cẩn thận giao hàng cực kì nhanh sáng đặt chiều đã giao máy đẹp hộp nguyên seal mà sao máy đã được kích hoạt bảo hành trước,1
4339,tôi đã nhận được sản phẩm và hài lòng về sản phẩm của tiki giờ chỉ còn đợi tiki gửi tin nhắn kích hoạt bảo hành nữa là xong cảm ơn tiki rất nhiều về chất lượng dịch vụ và uy tín,1
4342,đã nhận được hàng tiki giao hàng nhanh chóng mặt máy còn nguyên seal còn sử dụng mới biết thấy tạm thời cũng nhanh chưa kích bảo hành luôn,1
4343,máy bề ngoài không trầy xước vân tay khuôn mặt nhạy đa nhiệm có lúc cảm giác bị đơ nhưng chưa tới còn lại tốt thì thế thôi,1
4357,hàng chính hãng luôn rất tốt chạy mượt giá rẻ hơn ở thế giới di động,1
4360,đã nhận được hàng rất hài lòng sản phẩm mới đặt hàng hôm qua đến nay đã có hàng mặc dù hôm nay là chủ nhật và ở tỉnh lẻ đã gửi imei cho bên hỗ trợ mong sớm được kích hoạt bảo hành,1
4361,sản phẩm mình mua được tháng rồi mình thấy máy đẹp mạnh pin xài lâu dài chụp hình tốt loa to ghi âm êm nghe hay chưa thấy lỗi vặt nào giá này đáng mua nha,1
4367,hàng đóng goi can thận giao trước thời hạn tiêu rất mau lẹ gia ca rẻ hơn các trang web khác,1
4369,hàng nguyên seal bảo hành nhờ tiki kích hoạt giúp máy hoạt động ổn định loa to chụp hình nét xài nghe gọi và lướt web sơ sơ được ngày vẫn còn gần pin cảm ứng vân tay nhạy,1
4373,ngon có điều không có sil giao hàng thần tốc,1
4378,giao hàng nhanh quá tiki kích hoạt bảo hành cho mình với,1
4380,mình mua sản phẩm hôm nay đã nhận được tin nhắn bảo hành tiki gói gém cẩn thận chất lượng tuyệt vời có cơ hội sẽ ủng hộ tiếp,1
4383,sản phẩm ok pin khá lâu tầm trung vậy là ổn chỉ tiếc vì mới mua mấy ngày mà bnay down giá làm buồn ghê hu hu,1
4384,tiki giao hàng nhanh giao chỉ trong vòng ngày hàng nguyên seal chính hãng chưa active nhìn ngoại quan rất ok nhưng có điều mình thắc mắc là sao ram mình chỉ có thôi ạ,1
4390,lần điền tiên xài samsung tuy có một vài tính năng không có sẵn như bên xiaomi nhưng nói chung cũng rất thích tiki giao hàng nhanh chóng khoảng tiếng đồng hồ là nhận được hàng,1
4392,tiki giao hàng rất nhanh máy thì dùng mọi thứ đều ok máy đã được kích hoạt bảo hành sau tuần mua máy lần đầu mua hàng trên tiki và thứ dùng điện thoại samsung thấy rất hài lòng,1
4397,sản phẩm đáng đồng tiền bát gạo rất hài lòng máy đẹp cấu hình tốt mở khoá khuôn mặt nhanh đi ngủ tối vậy mà vẫn nhận diện khuôn mặt giá cả hợp túi tiền,1
4402,giao hàng nhanh đóng gói kỹ hàng chính hãng nguyên đai nguyên kiện,1
4405,dùng được tuần r nc khá ổn màn hình đẹp pin cũng khá trâu chỉ sử dụng bình thường không trò chơi nên cũng khá ổn đã được kick hoạt bảo hành onl cảm ơn tiki,1
4411,sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói rất kỹ và chắc chắn cửa hàng phục vụ cực kỳ nhanh và nhiệt tình,1
4422,đã mua cái trên tiki rồi giá tốt chất lượng ok ủng hộ tiki nhưng có điều nay lên giá tiki now từ lên hơi không hài lòng,1
4423,tốt lắm màu đẹp nhưng cửa hàng chưa kích hoạt để đăng ký bảo hành của máy mình vui lòng nhờ tiki nói cửa hàng kích hoạt bảo hành giúp ạ,1
4431,sản phẩm kiểu dáng đẹp pin dung lượng cao máy hoạt động mượt nhưng không biết bảo hành điện tử ra sao nhờ cửa hàng kích hoạt dùm cám ơn,1
4435,máy chính hãng nguyên seal là ổn áp rồi kích hoạt bảo hành hơi muộn xíu thôi nói chung ae đọc đc cứ yên tâm mà mua,1
4444,máy dùng ổn mình đang sài plus đc giờ mua dùng thấy tính năng pin như nhau con o thua kém gì với hơi thất vọng chổ pin,1
